"","MDA"
"DRAIN_SQKM",0
"PPTAVG_SITE",1.13773155135584e-05
"RH_SITE",2.92954565193806e-05
"SNOW_PCT_PRECIP",0.0022384362789384
"PRECIP_SEAS_IND",0
"NOV_PPT7100_CM",1.31428162140851e-05
"NOV_TMP7100_DEGC",0.000192083271249104
"BFI_AVE",0.00206815025256394
"STOR_NID_2009",0.00152429319723104
"FORESTNLCD06",4.83749600491675e-06
"PLANTNLCD06",1.08695365281838e-05
"WETLANDSNLCD06",0
"MAINS100_FOREST",0
"IMPNLCD06",7.14942640691055e-05
"AWCAVE",0.00142379478939279
"PERMAVE",0.000196109249287946
"WTDEPAVE",0.000138898212459173
"ROCKDEPAVE",3.07428537461133e-06
"ELEV_MEAN_M_BASIN",0.00142065958471367
"SLOPE_PCT",5.56450883647457e-05
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",0
