"","MDA"
"DRAIN_SQKM",0
"PPTAVG_SITE",0
"RH_SITE",2.26597339540871e-07
"SNOW_PCT_PRECIP",0.000632945287827657
"PRECIP_SEAS_IND",2.28460857329064e-06
"FEB_PPT7100_CM",0
"FEB_TMP7100_DEGC",8.30582369285125e-05
"BFI_AVE",0.000170581848071673
"STOR_NID_2009",0.00100168539756957
"FORESTNLCD06",4.40944027349931e-05
"PLANTNLCD06",7.61356289115364e-05
"WETLANDSNLCD06",6.18598068379565e-06
"MAINS100_FOREST",0
"IMPNLCD06",0.000142181804217974
"AWCAVE",0.00205862669294958
"PERMAVE",1.03898031456527e-05
"WTDEPAVE",0.000400553833764502
"ROCKDEPAVE",2.38247583223947e-05
"ELEV_MEAN_M_BASIN",0.00142263237850955
"SLOPE_PCT",7.28639148242367e-05
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",0
