"","MDA"
"DRAIN_SQKM",0
"PPTAVG_SITE",9.67967635965069e-07
"RH_SITE",0
"SNOW_PCT_PRECIP",0.00113362666894528
"PRECIP_SEAS_IND",2.0619242828365e-05
"MAY_PPT7100_CM",0
"MAY_TMP7100_DEGC",0.0016495771589747
"BFI_AVE",0.00018801071732486
"STOR_NID_2009",0.00205249777814301
"FORESTNLCD06",1.55569980545996e-05
"PLANTNLCD06",0.000418569945751992
"WETLANDSNLCD06",9.3618009052703e-06
"MAINS100_FOREST",5.82896505160597e-06
"IMPNLCD06",0.000223202220754681
"AWCAVE",0.000149774033362602
"PERMAVE",2.07762924903115e-05
"WTDEPAVE",4.29352142539932e-05
"ROCKDEPAVE",3.81408461713644e-05
"ELEV_MEAN_M_BASIN",0.000142225425678726
"SLOPE_PCT",0.00018686666182166
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",2.40549661915645e-06
