"","MDA"
"DRAIN_SQKM",0.00326209777006333
"PPTAVG_SITE",0.00298029750111
"RH_SITE",0.0330377977352568
"SNOW_PCT_PRECIP",0.230153878993865
"PRECIP_SEAS_IND",0.0233519570925365
"OCT_PPT7100_CM",0.00338783983994164
"OCT_TMP7100_DEGC",0.83487364947105
"BFI_AVE",0.00991160326760148
"STOR_NID_2009",0
"FORESTNLCD06",0
"PLANTNLCD06",0
"WETLANDSNLCD06",0.0786177771135509
"MAINS100_FOREST",0.0056836828369426
"IMPNLCD06",0
"AWCAVE",0.00618834271509436
"PERMAVE",0.121770428017255
"WTDEPAVE",0.0248193655046889
"ROCKDEPAVE",0
"ELEV_MEAN_M_BASIN",0.301567798138663
"SLOPE_PCT",0.0365954719949592
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0.00244841090718695
"Q_val",0
