"Variable","Group","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sept","Oct","Nov","Dec","TotalImp"
"DRAIN_SQKM","Hydrology",0,0.15226006407908,0.320552422727066,0.298968899773131,0.0649768975325486,0.906487934329183,0.633118908292758,0.50104734668402,0.200812644904434,0,0.420589215181897,0.367140700461948,3.86595503396607
"PPTAVG_SITE","Climate",0.26343786430549,0.334721765579805,1.40948841952487,0.742738844189899,0.282575663538541,1.46386738908735,0.646046170665035,1.25278895861104,1.46844864033235,0.50212510745851,0.973407214506672,0.131666528194811,9.47131256599438
"RH_SITE","Climate",0.515122362913029,0.194487138732749,0.299657868085615,0.103513621903228,1.58062153366084,1.13492504973706,2.99926641203449,1.58617677256969,0.854494851927267,1.14960763336196,2.06159997702016,0.613228337459483,13.0927015594056
"SNOW_PCT_PRECIP","Hydrology",12.1566063347937,8.0458695518154,4.31918115371826,6.7692268936133,3.45574981528324,5.26070148798977,2.26503633201022,0.792666431014082,1.31359211119254,6.51864716171245,5.13440673864006,7.72497744596243,63.7566614577455
"PRECIP_SEAS_IND","Climate",0.254302709321768,0.546308497551885,3.30279235186099,1.81852103494283,0.606115029187442,1.64338324316073,3.60805834392561,1.57937827181579,2.14210205125301,17.152882135394,6.30462833011597,1.92934617115111,40.8878181696811
"JAN_PPT7100_CM","Climate",0.67982203225571,0.438870582435869,0.52414229562672,1.98278622720393,0.3967863231127,0.972607375779922,0.548073345190006,2.53544340590432,0.856034354706488,0.568737428689397,0.378289463474485,0.563630794040064,10.4452236284196
"JAN_TMP7100_DEGC","Climate",48.5468109724089,45.74609559932,36.7287692628359,3.25519359096255,5.26706153186946,3.11399869296856,1.62573781308639,2.12402497315383,2.15323969959177,0.774719754722112,23.3685481533161,42.1590923337522,214.863292377988
"BFI_AVE","Hydrology",0.318284428019663,0.453981016022144,0.2211450645562,1.7079912020058,1.3119511626656,2.16432355791205,2.86394183183248,1.88496245228848,1.21067494632574,1.55846437748199,3.59789207169966,1.09429018785366,18.3879022986635
"STOR_NID_2009","Human",18.5610149103263,31.8101715923093,39.2513179296223,54.3308082748809,66.2449634712248,69.4956181480931,73.0410060631051,76.2870411321353,81.2152014894993,56.3006756670206,43.3365166620327,24.7364206038134,634.610755944063
"FORESTNLCD06","Watershed",2.04964228397675,1.08112649933655,1.00212788126388,1.32643185844054,0.0882381170176241,0.0340880314009434,0.0802180698803104,0,0.388445589992553,0.232617324969564,0.460616353196814,1.69080448845563,8.43435649793117
"PLANTNLCD06","Human",1.38982689974293,1.2463751139309,1.70777189194995,4.00801071819067,2.86020949590821,5.31710961828948,1.03398404533459,0.719135234318851,0.173880079825817,2.03036295713725,2.12361378056322,1.54178741735835,24.1520672525502
"WETLANDSNLCD06","Hydrology",0.899604485093543,0.501983982652534,2.02906696061669,0.282974091810161,0.799323177101523,0.970262133491714,0.188825995077701,0.400215539031199,0.891744297394756,0.558723842074221,0.842488903651028,0.415717721948764,8.78093112994383
"MAINS100_FOREST","Watershed",0,0.0698599693973071,0.257805795226713,0.159797394833449,0.0332185141222595,0.271859039007507,0.233902986260158,0,0,0.322702481761526,0.25217770839056,0.00615770645119224,1.60748159545067
"IMPNLCD06","Human",8.97735183022484,6.21619808134238,4.96464716971015,4.72936376914998,1.18432073050202,1.49785725718865,3.42016343198575,3.69406207386495,1.17669551648108,3.16384389534362,5.44326804931103,12.4246171278481,56.8923889329525
"AWCAVE","Hydrology",0.681218793731858,0.478554760625217,0.432785795978869,1.80130708557991,1.63294411433377,0,0.453983680820322,0,0,0,0.923054177701709,0.552761617843152,6.95661002661481
"PERMAVE","Watershed",1.01523099102354,0.6592713820754,0.0141208226632396,0.236592068778528,0.719783420546846,0.72290274425984,0.910747371464347,0.139531580363467,0.517674762529894,0.245045364022561,0.167134661947086,0.321412631442675,5.66944780111742
"WTDEPAVE","Hydrology",0.67383045187496,0.256999503116318,0.293695284958874,3.79036220145256,1.60074704394253,1.38883163228534,0.816966943683491,1.40890100682739,2.05484544314204,2.81114876150931,0.777169738381843,0.632669073786355,16.506167084961
"ROCKDEPAVE","Watershed",0.322292385804256,0.390159324811694,0.147691326776598,0,2.73146024092782,0.298042044109955,2.54117847932978,0.519354927750308,0,0.268446869758364,0.182034262125217,0.28753899888804,7.68819886028203
"ELEV_MEAN_M_BASIN","Watershed",0.184555907968888,0.409934476878667,0.323841298615334,2.8883803341965,1.18261912563122,0.952615112163362,1.01622997408521,1.63661866352325,1.12062378650207,2.04181780286461,0.841085539965628,0.124981245245032,12.7233032676398
"SLOPE_PCT","Watershed",0,0.124141401080886,0.587862276485247,7.31932147037531,7.79139723614684,0.778140740660167,0.765554382910422,0.836787081694501,0.413381605528358,1.88406706610614,0.314727262127919,0.2072403684319,21.0226208915477
"ASPECT_NORTHNESS","Watershed",0.159505662814169,0.181236833162426,0.0334884295627478,0.0667925531123815,0.104907543064808,0,0,0,0,0.0600027528885108,0.00952956030402868,0,0.615463334909071
"ASPECT_EASTNESS","Watershed",0.81046473843354,0.385368502851568,0.613923157524867,0.173185514817983,0,0.599805511742532,0,0.970632063432365,0.756955509594887,0.660550496600482,1.30574026545698,0.24091426980729,6.51754003026249
"Q_val","Hydrology",1.54107395496621,0.276024360891925,1.21412514010894,2.20773234978651,0.0600298126793948,1.01257325634275,0.307959419025786,1.13123208501716,1.09115261927568,1.19481111912287,0.781481910889252,2.23360422980442,13.0518002579109
