"","MDA"
"DRAIN_SQKM",0.0860475820804863
"PPTAVG_SITE",0.0308308282539117
"RH_SITE",0.0233438373511331
"SNOW_PCT_PRECIP",1.08692935488748
"PRECIP_SEAS_IND",0.0182417195157549
"MAY_PPT7100_CM",0.0858019234653837
"MAY_TMP7100_DEGC",4.21350879858537
"BFI_AVE",0.198961830787043
"STOR_NID_2009",0.868358544093559
"FORESTNLCD06",0.186311834917065
"PLANTNLCD06",0.161319111159495
"WETLANDSNLCD06",0.0429803560110016
"MAINS100_FOREST",0.0555500841360482
"IMPNLCD06",0.0962339313728986
"AWCAVE",0
"PERMAVE",0
"WTDEPAVE",0.0211937741827036
"ROCKDEPAVE",0.00436431609120502
"ELEV_MEAN_M_BASIN",0.0592295322817772
"SLOPE_PCT",0.289637374895672
"ASPECT_NORTHNESS",0.0147241401449971
"ASPECT_EASTNESS",0.0173410255189258
"Q_val",0.00500452524530167
