"","MDA"
"DRAIN_SQKM",0.000412982410757618
"PPTAVG_SITE",0
"RH_SITE",0
"SNOW_PCT_PRECIP",1.10277368195314e-05
"PRECIP_SEAS_IND",0
"SEP_PPT7100_CM",0
"SEP_TMP7100_DEGC",3.52925430205197e-05
"BFI_AVE",0.00011947179402989
"STOR_NID_2009",0.00137354734918541
"FORESTNLCD06",0
"PLANTNLCD06",0.00153326683099459
"WETLANDSNLCD06",0.00316711852972744
"MAINS100_FOREST",0
"IMPNLCD06",1.82483968759471e-05
"AWCAVE",0
"PERMAVE",3.6750613073566e-05
"WTDEPAVE",0.000420309176318271
"ROCKDEPAVE",5.85502303696157e-05
"ELEV_MEAN_M_BASIN",0.0004193937963591
"SLOPE_PCT",1.34518672554917e-05
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0.000165507209613836
"Q_val",0.000205400781175842
