"","MDA"
"DRAIN_SQKM",0.000764659796716297
"PPTAVG_SITE",1.17285148058729e-05
"RH_SITE",0
"SNOW_PCT_PRECIP",4.29198449645615e-06
"PRECIP_SEAS_IND",0
"FEB_PPT7100_CM",0
"FEB_TMP7100_DEGC",0
"BFI_AVE",0
"STOR_NID_2009",0.00100766410494008
"FORESTNLCD06",0.000121244863484456
"PLANTNLCD06",0.000114837742667394
"WETLANDSNLCD06",0
"MAINS100_FOREST",1.19800436305922e-05
"IMPNLCD06",0.000614470179895497
"AWCAVE",0
"PERMAVE",4.37204291585129e-06
"WTDEPAVE",0.000110546977539238
"ROCKDEPAVE",6.67595660630198e-05
"ELEV_MEAN_M_BASIN",5.96817164767161e-06
"SLOPE_PCT",0
"ASPECT_NORTHNESS",0.000124235996706557
"ASPECT_EASTNESS",0
"Q_val",0.00111655559140814
