"","MDA"
"DRAIN_SQKM",0.00336105137624393
"PPTAVG_SITE",0
"RH_SITE",6.04907653254704e-05
"SNOW_PCT_PRECIP",0
"PRECIP_SEAS_IND",9.26696577931672e-05
"DEC_PPT7100_CM",0
"DEC_TMP7100_DEGC",0
"BFI_AVE",1.79376996577241e-05
"STOR_NID_2009",0.000265608803085251
"FORESTNLCD06",0
"PLANTNLCD06",0.000394850463823783
"WETLANDSNLCD06",0
"MAINS100_FOREST",4.48002677185428e-06
"IMPNLCD06",0.000464695300285196
"AWCAVE",0
"PERMAVE",5.69826704628522e-05
"WTDEPAVE",0
"ROCKDEPAVE",8.98550634624145e-05
"ELEV_MEAN_M_BASIN",3.00733624610952e-06
"SLOPE_PCT",0
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",0.00559807209269327
