"","MDA"
"DRAIN_SQKM",0.00095061651580392
"PPTAVG_SITE",3.619145848774e-06
"RH_SITE",0
"SNOW_PCT_PRECIP",6.48391258566446e-06
"PRECIP_SEAS_IND",0.000135783666422306
"NOV_PPT7100_CM",6.6613993253111e-06
"NOV_TMP7100_DEGC",0
"BFI_AVE",0
"STOR_NID_2009",0.000596954346703073
"FORESTNLCD06",2.60415828091372e-06
"PLANTNLCD06",3.05810726232301e-05
"WETLANDSNLCD06",0
"MAINS100_FOREST",7.34191661429304e-07
"IMPNLCD06",6.90352570347999e-05
"AWCAVE",0
"PERMAVE",5.10879218938703e-05
"WTDEPAVE",0
"ROCKDEPAVE",0.000136084676142015
"ELEV_MEAN_M_BASIN",5.14965407200148e-06
"SLOPE_PCT",2.06397155288489e-06
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",0.00192634231589649
