"","MDA"
"DRAIN_SQKM",4.73216840634624e-05
"PPTAVG_SITE",0
"RH_SITE",0
"SNOW_PCT_PRECIP",0
"PRECIP_SEAS_IND",0
"JUL_PPT7100_CM",0
"JUL_TMP7100_DEGC",0
"BFI_AVE",0.000994709238911681
"STOR_NID_2009",0.00016982627591451
"FORESTNLCD06",0
"PLANTNLCD06",0
"WETLANDSNLCD06",0
"MAINS100_FOREST",0
"IMPNLCD06",0
"AWCAVE",0
"PERMAVE",1.49131727166746e-05
"WTDEPAVE",2.35038798443477e-05
"ROCKDEPAVE",0.000602057209171078
"ELEV_MEAN_M_BASIN",0.000287505388906027
"SLOPE_PCT",0
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",0.00028975215925656
