"","MDA"
"DRAIN_SQKM",0.00131318529244907
"PPTAVG_SITE",4.94907151304214e-06
"RH_SITE",0
"SNOW_PCT_PRECIP",0
"PRECIP_SEAS_IND",5.82506939606636e-05
"JAN_PPT7100_CM",0
"JAN_TMP7100_DEGC",0
"BFI_AVE",6.96962876616022e-06
"STOR_NID_2009",0.000670543232389724
"FORESTNLCD06",4.99691046827755e-06
"PLANTNLCD06",3.48491368765101e-05
"WETLANDSNLCD06",0
"MAINS100_FOREST",0
"IMPNLCD06",0.000176361061495434
"AWCAVE",0
"PERMAVE",4.19131415569384e-06
"WTDEPAVE",0
"ROCKDEPAVE",2.46744423160445e-06
"ELEV_MEAN_M_BASIN",0
"SLOPE_PCT",0
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",1.06011745662594e-05
"Q_val",0.00389134711434049
