"Variable","JanSlope","FebSlope","MarSlope","AprSlope","MaySlope","JunSlope","JulSlope","AugSlope","SepSlope","OctSlope","NovSlope","DecSlope"
"DRAIN_SQKM",-0.100968893870216,-0.0525131088290484,0.00945993460145565,0.0885262473190113,0.0593509370275307,0.0209407193839879,0.0425538834780774,0.000688266938574593,0.0955442846594705,-0.0397814774445343,-0.0827159734186562,-0.0924510389930031
"PPTAVG_SITE",0.14965004230294,0.146458929551296,-0.00785573643683415,-0.143228086213565,0.0336503639112549,0.0716307443479484,0.0332231637424844,0.0350409619914912,-0.10090186702296,0.0819951830104427,0.0656358777820752,0.10045093351148
"RH_SITE",-0.0415692955594961,-0.0369131174197298,-0.132167994119961,-0.142668852114295,-0.0309935858224892,-0.025180358824618,-0.10775111753611,-0.0968572712826642,-0.164483890605547,-0.0214564532447223,-0.0851033497146619,-0.0536356198085072
"SNOW_PCT_PRECIP",-0.447279767412788,-0.454481106527826,-0.388274798159573,-0.28400058015367,-0.434579632311572,-0.371360761583531,-0.230965116230195,-0.359077384226,-0.255312116806186,-0.469453735165636,-0.338632338143359,-0.447829048864461
"PRECIP_SEAS_IND",-0.0320765621738806,-0.115491745080113,-0.228862381772793,-0.0719849864632045,-0.27524788157941,-0.253965226257867,-0.249847930804121,-0.302013818079533,-0.217647937836222,-0.402602756583805,-0.268911079075982,-0.135836468478605
"MON_PPT7100_CM",0.233504960939351,0.182242665131915,-0.0500448296473401,-0.264258464892233,0.0608219781349954,0.160085826818204,0.125057135825041,0.263919165992757,0.00235927006785978,-0.0506460743293133,-0.0801598045075771,0.046512077634401
"MON_TMP7100_DEGC",0.59980749579866,0.539330662452692,0.431313069160719,0.254980485918217,0.477642312154987,0.402407615765972,0.229352870855455,0.396831159241939,0.23466040106282,0.375560810098098,0.370913469990507,0.507033859568932
"BFI_AVE",-0.235366713914271,-0.24581287705533,-0.243388066523681,-0.246682606096832,-0.373896839070356,-0.268241271403959,-0.133290847719841,-0.244902605393622,-0.18179125206568,-0.429131359656833,-0.227542983720685,-0.27956031785099
"STOR_NID_2009",-0.248406016855705,-0.3138915460716,-0.388442741113182,-0.427807566541261,-0.4855006856299,-0.459215569072817,-0.421839070356176,-0.470127632643015,-0.510600893076896,-0.401297422734784,-0.313045427375971,-0.257601701768574
"FORESTNLCD06",-0.147647646988083,-0.178924391486852,-0.269664392953834,-0.355547449105165,-0.275137125980099,-0.177031398333392,-0.15019426180514,-0.272226714953764,-0.279096199149116,-0.256233079005661,-0.177310045357055,-0.198463485812735
"PLANTNLCD06",0.0725438478776383,0.128084181415213,0.211151344485871,0.349373083068653,0.418660648045806,0.29045606040462,0.107543499569198,0.332969394032219,0.276904116664766,0.465594890149517,0.204951171989945,0.158224393477478
"WETLANDSNLCD06",-0.183395377251931,-0.158940382798079,-0.0387794881938285,0.155173770203976,0.195951258639539,0.0779290415446169,0.0517207810046189,0.193053586929519,0.163213677467953,0.198971992397004,0.0577029150323882,-0.0838430519389791
"MAINS100_FOREST",0.0291696608103022,0.00377667886516808,-0.0899458528181147,-0.214450089659295,-0.14832460180725,-0.0693048767624204,-0.0641635315213952,-0.114661052705601,-0.177089413171126,-0.102230055201997,-0.0584481909918779,-0.0326298301747477
"IMPNLCD06",0.35658370966233,0.384467490697306,0.410194789212756,0.346742378959952,0.358851657817939,0.323496888295067,0.226887240251749,0.37664551176119,0.30715867937133,0.443771316057804,0.343484757919904,0.421983228437819
"AWCAVE",0.0969307006847667,0.125586768570634,0.0821059386097535,0.10712879293977,0.0871004887310573,0.0499498962765022,0.042591681023874,0.021883900003516,0.00385534967124925,0.0621936640765093,0.0555896417144264,0.0761550226785275
"PERMAVE",-0.176140466537437,-0.148631409899315,-0.112239372736542,-0.0359595302556169,-0.064615344045568,-0.0503533631025632,-0.0723972434161949,-0.0355305720614606,0.0184328961710207,-0.108148447663584,-0.180613375057136,-0.182587637565486
"WTDEPAVE",0.107078924525865,0.0720438961455083,-0.00109173376463556,-0.190206040575226,-0.360694947435041,-0.196279139270771,-0.0195114447452621,-0.244064906297247,-0.137707886501881,-0.403363102563201,-0.0867981083646848,0.0229299251081186
