"","MDA"
"DRAIN_SQKM",0.0101461120345246
"PPTAVG_SITE",0.025961897502086
"RH_SITE",0.00891063163496824
"SNOW_PCT_PRECIP",0.857555581144501
"PRECIP_SEAS_IND",0.0390498704272351
"FEB_PPT7100_CM",0.020260220467696
"FEB_TMP7100_DEGC",2.89012431927038
"BFI_AVE",0.0173150483174216
"STOR_NID_2009",0.0371439843637294
"FORESTNLCD06",0.012270171012625
"PLANTNLCD06",0.00622106285568818
"WETLANDSNLCD06",0.0661250108285479
"MAINS100_FOREST",0.0198294796895782
"IMPNLCD06",0.0339595433627096
"AWCAVE",0.0149811303965249
"PERMAVE",0.0105987981204963
"WTDEPAVE",0.0193981590103435
"ROCKDEPAVE",0.0171625453779275
"ELEV_MEAN_M_BASIN",0.0146029738366119
"SLOPE_PCT",0.0183926758223496
"ASPECT_NORTHNESS",0.0103903211094809
"ASPECT_EASTNESS",0.00418773918485823
"Q_val",0.00276695646296619
