"Variable","Group","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sept","Oct","Nov","Dec","TotalImp"
"DRAIN_SQKM","Hydrology",0,0,0,0,0,0,0,0.0349867459020791,0,0.0157348396677557,0,0,0.0507215855698348
"PPTAVG_SITE","Climate",0.0122920675989965,0.0146883483721966,0,0,0.120128251463731,0.0424393799010498,0,0,0,0.0940346687935293,0,0,0.283582716129503
"RH_SITE","Climate",0.0208725921971938,0.000334941929526574,0,0,0.145137712421782,1.29742265559253,0.168691119253417,0,0,0,0.00499145949264378,0.0202615332535886,1.65771201414068
"SNOW_PCT_PRECIP","Hydrology",45.5754871377972,47.2425173144722,46.6987837491685,26.3093152031744,22.9670498276459,15.2409840647187,13.5881935555398,19.8196623789982,24.8123450508474,49.2553076983969,33.3978683994353,39.5629239119161,384.470438292111
"PRECIP_SEAS_IND","Climate",0,0,0,0.0268662822050026,0.091960174364059,0,0,0,0.230779662058205,0.000809019214249858,0,0,0.350415137841516
"JAN_PPT7100_CM","Climate",0,0,0,0.0790379884825417,0,6.82328914409688,1.52193031082714,0,0,3.99687265717022,1.47435978340677,0,13.8954898839836
"JAN_TMP7100_DEGC","Climate",30.7110673670078,30.5667321002457,32.4704818307943,48.3879892777099,35.0853295104853,25.4581154509484,30.1852410358147,24.9492912738151,19.1800771280809,30.7724778712419,45.7144343469423,36.9389691369338,390.42020633002
"BFI_AVE","Hydrology",0,0.00523518179636156,0.0027359926290986,0,0,0,0,0,0,0.153160359046696,0.00347184844248549,0,0.164603381914641
"STOR_NID_2009","Human",0,0.186306015088007,0.55521526746061,0.491019569577657,1.62788156425349,12.0541890873311,27.190731626113,17.7464964130602,34.7318907843207,1.32599573924572,0.0978454244865013,0,96.007571490937
"FORESTNLCD06","Watershed",14.1686461011542,12.262651170911,11.1733025593564,11.2606133760127,7.86227511115677,3.51842162800571,1.71697501797371,3.65734286818805,3.38301016593958,7.40019160822464,10.3528424480793,15.2103125357747,101.966584590777
"PLANTNLCD06","Human",0.0364727641135637,0.0306770877597657,0.0644201754804654,0,0,0,0,0,0,0.410331002253144,0.0347177289880656,0.1507001344493,0.727318893044304
"WETLANDSNLCD06","Hydrology",0,0,0,0.000400646974090779,0.30524243146456,0,0.0273238218265938,0.0536559336993425,0.0976386767706158,0,0,0.0252298464636003,0.509491357198803
"MAINS100_FOREST","Watershed",0.0277225530159064,0.00508256944407824,0.033673172664986,0,0.180764167054717,5.85276645317132,3.10054074276335,3.97078110017937,3.09715756876059,0.0315843533495609,0,0,16.3000726804039
"IMPNLCD06","Human",4.8438108022771,4.88287661670282,3.62424628788594,1.44438624702794,1.44399865763928,0.751714546097698,0.369058390398005,0.357949442050612,3.62406911909264,3.35038075239164,1.71367580081501,3.15411930513676,29.5602859675154
"AWCAVE","Hydrology",0,0.0723466192331156,0.0284421550840445,0,0,0,0.0396647447980988,0,0,0.0530824881669771,0.176186640150991,0.0158324776732403,0.385555125106468
"PERMAVE","Watershed",0,0,0,0,0.0537607788209224,0.326884409817424,0.147751463249166,0.53488951345437,0.0955974339786871,0,0.01387586999778,0,1.17275946931835
"WTDEPAVE","Hydrology",0.0393362749151118,0,0.00161694293333933,0,0,0,0.0221125963675224,0,0,0,0,0.252921696819009,0.315987511034983
"ROCKDEPAVE","Watershed",0.379403217801163,0.240780664552303,0.288462146375621,0.208699908737677,0.368088183074402,0,0.358871946562712,0.0283772596900343,0,0,0.271073851233293,0.689396100710729,2.83315327873793
"ELEV_MEAN_M_BASIN","Watershed",3.60833135380654,3.75868859582684,4.18187106302336,9.40114534738227,24.2484121791959,24.5122827443381,20.6839648852216,26.4994676516887,9.62675726705044,2.31897876723023,3.85414852460901,3.47539654254862,136.169444921922
"SLOPE_PCT","Watershed",0.576557768315239,0.731082773666022,0.826378935915411,1.99657117548682,2.64601325253842,2.8196643848876,0.4658445073544,1.81125694232302,0.797893694401576,0.79525123841709,2.71923943113052,0.448064863942668,16.6338189683788
"ASPECT_NORTHNESS","Watershed",0,0,0.0420712393225904,0.0271876565214712,0,0,0,0,0.0179944607527242,0,0.0350033702943612,0,0.122256726891147
"ASPECT_EASTNESS","Watershed",0,0,0.00829848190532138,0.366767320707462,2.8539581984208,1.29599726077363,0.37076573200518,0.535842476950899,0.304788987945951,0,0.0043306797915449,0.0178744292912316,5.75862356779202
"Q_val","Hydrology",0,0,0,0,0,0.00582879031984459,0.0423385039315758,0,0,0.0258069371896898,0.131934392704069,0.0379974850866263,0.243906109231806
