"Variable","Group","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sept","Oct","Nov","Dec","TotalImp"
"DRAIN_SQKM","Hydrology",0.0848175602066216,0.244052141524498,0.279431084306818,0.511621360648872,1.22781887808341,3.30463266427243,5.16703525802579,7.03695179637436,4.63012335499846,0.993735881393079,0.158785442092867,0.0479893810247941,23.686994802952
"PPTAVG_SITE","Climate",1.12408523614084,0.62448124580762,2.17218284735974,1.85993415821835,0.235116519408637,0.273236062568567,0.802905192268085,0.694866110807664,0.626471475172836,0.397844543900243,0.347579556591545,0.594184013927656,9.75288696217178
"RH_SITE","Climate",0.422513932778057,0.214334192787359,0.61360644784712,0.689070980285419,0.445971340180422,0.711457749591134,0.68956661514591,1.81526508852213,0.911459601962792,0.0958088673592003,0.100778876035944,0.384456935116664,7.09429062761216
"SNOW_PCT_PRECIP","Hydrology",12.7499238947214,20.6274359422059,15.1368330949761,9.54946256979802,11.124571516766,8.52891816813117,8.45309405404494,13.0032113709748,13.3754694010209,22.2934555166861,10.9203929914176,10.0347961337822,155.797564654525
"PRECIP_SEAS_IND","Climate",1.13692529752122,0.939296202485451,0.549415630752928,0.350890039933414,0.74114199097938,0.281535204007846,0.516633714863228,0.502906320831612,2.26023459460892,12.3302170151144,0.769068050317638,1.30785133754206,21.6861153989581
"JAN_PPT7100_CM","Climate",0.559988470011843,0.487334476110125,1.07794316087362,2.80651018445876,0.875844264445329,0.246212187497605,0.735673415423428,0.417548305072202,0.736313535049953,1.21807004299246,0.753380672544662,0.759428740265161,10.6742474547451
"JAN_TMP7100_DEGC","Climate",75.1534152788256,69.5183560944207,71.7862664447583,73.9557195835237,63.2277452829135,57.3430288713771,46.0091848351848,45.5851993121085,51.0527155939958,43.5165701511596,78.9226234069128,81.6065741644242,757.677399019604
"BFI_AVE","Hydrology",0.600484987390241,0.416492012712621,0.397885670011034,0.284360538907174,1.12092850751939,6.04235198718746,11.7125956011838,12.1870424096106,9.03203266252952,7.31320731340914,1.31143150930676,0.221452431203774,50.6402656309715
"STOR_NID_2009","Human",0.374622577391075,0.893452476956152,0.695242371311677,1.1594595030913,3.70165248670461,6.56187630612295,8.67095589773589,5.18040502586533,3.76183365935465,3.20303891224251,0.564795927439235,0.196418604775414,34.9637537489908
"FORESTNLCD06","Watershed",0.065936880935544,0.295143745930779,0.431290714595303,0.631318647635816,0.735357046365431,1.28294284864438,0.224838269065079,0.626834475703243,0.420482072382082,0.131404196209714,0.0780554163769909,0.126959710094809,5.05056402393917
