"","MDA"
"DRAIN_SQKM",0.00259759335724657
"PPTAVG_SITE",0.146944419158715
"RH_SITE",0.0363168659478663
"SNOW_PCT_PRECIP",6.19324709065812
"PRECIP_SEAS_IND",0.147680123622037
"FEB_PPT7100_CM",0.0436782031636275
"FEB_TMP7100_DEGC",10.2837520249981
"BFI_AVE",0.0331533892338024
"STOR_NID_2009",0.00171582662349339
"FORESTNLCD06",0.0519485629799743
"PLANTNLCD06",0.0656111997671629
"WETLANDSNLCD06",0.111559503420041
"MAINS100_FOREST",0.0322641354468101
"IMPNLCD06",0.0658708996364463
"AWCAVE",0.0523719486187946
"PERMAVE",0.0683295914218014
"WTDEPAVE",0.0209973249705897
"ROCKDEPAVE",0
"ELEV_MEAN_M_BASIN",0.305575503550239
"SLOPE_PCT",0.163383020303218
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0.010478586200922
"Q_val",0.00101283389580298
