"","MDA"
"DRAIN_SQKM",0.0520009388639967
"PPTAVG_SITE",0.0200965288872508
"RH_SITE",0.0107911695582343
"SNOW_PCT_PRECIP",2.26215553326272
"PRECIP_SEAS_IND",0.0390517518537593
"MAY_PPT7100_CM",0.0128686983317247
"MAY_TMP7100_DEGC",9.15075598483612
"BFI_AVE",0.141410793652529
"STOR_NID_2009",0.0489904738731289
"FORESTNLCD06",0.0321322548187994
"PLANTNLCD06",0.0951361592581303
"WETLANDSNLCD06",0.151861423163266
"MAINS100_FOREST",0.0771344188189958
"IMPNLCD06",0.0177544987890331
"AWCAVE",0.0237461842906219
"PERMAVE",0.00404327195631212
"WTDEPAVE",0.0937094497878517
"ROCKDEPAVE",0.000846162338264452
"ELEV_MEAN_M_BASIN",0.312932444986176
"SLOPE_PCT",1.54821677376274
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0.00248864699229992
"Q_val",0.0116768612838441
