"","MDA"
"DRAIN_SQKM",0.00455191469278271
"PPTAVG_SITE",0.124449346822629
"RH_SITE",0.0407198877485464
"SNOW_PCT_PRECIP",2.0229219841561
"PRECIP_SEAS_IND",0.162952245060513
"NOV_PPT7100_CM",0.0949244344463192
"NOV_TMP7100_DEGC",8.45577420936124
"BFI_AVE",0.192767603933304
"STOR_NID_2009",0.00715998697852528
"FORESTNLCD06",0.0143564525905569
"PLANTNLCD06",0.0199154192166325
"WETLANDSNLCD06",0.0765911879068109
"MAINS100_FOREST",0.041315290494408
"IMPNLCD06",0.0238081475856992
"AWCAVE",0.00222234741773384
"PERMAVE",0.0226466533463737
"WTDEPAVE",0.0214709639020293
"ROCKDEPAVE",0.00172319975581104
"ELEV_MEAN_M_BASIN",0.47843904851655
"SLOPE_PCT",0.142352554706443
"ASPECT_NORTHNESS",0.000446327329186442
"ASPECT_EASTNESS",0.00185481329317365
"Q_val",0.00464389954784798
