"","MDA"
"DRAIN_SQKM",0
"PPTAVG_SITE",0
"RH_SITE",4.68313854873019e-05
"SNOW_PCT_PRECIP",1.0052653015095e-06
"PRECIP_SEAS_IND",0.00012489616766001
"SEP_PPT7100_CM",0
"SEP_TMP7100_DEGC",3.66159090196499e-05
"BFI_AVE",0
"STOR_NID_2009",0.00914429671220519
"FORESTNLCD06",1.76402977366907e-05
"PLANTNLCD06",3.16828972241444e-05
"WETLANDSNLCD06",0
"MAINS100_FOREST",0
"IMPNLCD06",0.000964405095733723
"AWCAVE",6.6138631443885e-05
"PERMAVE",0
"WTDEPAVE",0
"ROCKDEPAVE",0
"ELEV_MEAN_M_BASIN",0.00139562592770294
"SLOPE_PCT",1.27394442529261e-05
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0.000120721082589776
"Q_val",0.000238594599688391
