"","MDA"
"DRAIN_SQKM",0
"PPTAVG_SITE",0
"RH_SITE",3.66759729039179e-05
"SNOW_PCT_PRECIP",6.06908527307329e-05
"PRECIP_SEAS_IND",9.05122684687412e-05
"JUN_PPT7100_CM",8.99478362502213e-06
"JUN_TMP7100_DEGC",0.000184602929511944
"BFI_AVE",0
"STOR_NID_2009",0.00814805444146703
"FORESTNLCD06",2.97284133839315e-06
"PLANTNLCD06",8.69036433003429e-05
"WETLANDSNLCD06",0
"MAINS100_FOREST",6.7746660276314e-07
"IMPNLCD06",0.000749639542870766
"AWCAVE",2.41031174021779e-05
"PERMAVE",0
"WTDEPAVE",0
"ROCKDEPAVE",0
"ELEV_MEAN_M_BASIN",0.0013387981943242
"SLOPE_PCT",0
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",4.48250056328433e-05
"Q_val",1.38842271133842e-05
