"","MDA"
"DRAIN_SQKM",0
"PPTAVG_SITE",0
"RH_SITE",6.69477316278228e-05
"SNOW_PCT_PRECIP",7.97034490486288e-05
"PRECIP_SEAS_IND",2.96635111429762e-05
"OCT_PPT7100_CM",0
"OCT_TMP7100_DEGC",9.94998875251285e-05
"BFI_AVE",0
"STOR_NID_2009",0.00710284607266691
"FORESTNLCD06",2.05129458236404e-05
"PLANTNLCD06",0
"WETLANDSNLCD06",5.13834962167145e-05
"MAINS100_FOREST",0
"IMPNLCD06",0.00100032842006487
"AWCAVE",3.76853456299925e-05
"PERMAVE",0
"WTDEPAVE",0
"ROCKDEPAVE",0
"ELEV_MEAN_M_BASIN",0.000566281735130569
"SLOPE_PCT",8.01900382022102e-05
"ASPECT_NORTHNESS",0
"ASPECT_EASTNESS",0
"Q_val",2.39495331283711e-05
